region,trigger,name,tags,threats,skill,defense,overcome,difficulty,attack,bodytext,@mission_image
"xxEMPIRE","xxSPRING","Military Sabotage","Resistance, xxSTARTING","##NBSP##xxMILITARY##NBSP##",xxTHIEVERY,"##NBSP##xxONExxONExxONExxTHREE##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODY##NBSP##","xxOVERCOME Discard all units from play. YYY xxRIGHT Discard.","..\images\obstacles\ben_maier_sabotage.jpg"
"xxEMPIRE","xxSUMMER","Hidden Outpost","Development, xxSTARTING","##NBSP##xxMILITARY##NBSP##",xxSURVIVAL,"##NBSP##xxTHREExxTHREE##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODY##NBSP##","Movement to xxREDBANK from this location costs 1. YYY xxOVERCOME May discard a xxMILITARY obstacle in play.","..\images\obstacles\kloftus_outpost.jpg"
"xxEMPIRE","xxSPRING","The Resistance","Resistance, xxSTARTING","##NBSP##xxMILITARY##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxTHREExxFIVE##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Discard all guards from play. YYY xxRIGHT Discard.","..\images\obstacles\etienne_hebinger_cover_cities.jpg"
"xxEMPIRE","xxFALL","Master of Secrets","Spy, Foe, xxSTARTING","##NBSP##xxSORCERY##NBSP##xxTECHNOLOGY##NBSP##",xxDISGUISE,"##NBSP##xxTWOxxTWOxxTWO##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Spend 12 xxSORCERY resources to unlock Lucia. YYY xxRIGHT Move to location with lowest xxLORE character. Characters at this location take 3 xxPSYCHE.","..\images\obstacles\master_secrets_dai_nguyen.jpg"
"xxEMPIRE","xxFALL","Imperial Secrets","Trap, xxSTARTING","##NBSP##xxTECHNOLOGY##NBSP##xxESPIONAGE##NBSP##",xxTHIEVERY,"##NBSP##xxONExxTWO##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODY##NBSP##","xxOVERCOME Look at top 2 obstacles in xxEMPIRE mission deck and choose one to discard. YYY xxRIGHT Discard.","..\images\obstacles\imperial_secrets_miguel_mercado.jpg"

"xxREDBANK","xxSUMMER","Clove and Minx","Issue, xxSTARTING","##NBSP##xxDIPLOMACY##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxFIVE##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT All characters at this location recover a xxPSYCHE condition. Remove the two lowest xxSTABILITY dice from pool.","..\images\obstacles\drinks_and_bars.jpg"
"xxREDBANK","xxSUMMER","Restless Dead","Foe, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxCOMBAT,"##NBSP##xxTWOxxTHREE##NBSP##","xxOVERCOME","2","##NBSP##xxBODYxxBODY##NBSP##","If at urban or rural location, this card counts for 2 xxSTABILITY threat tags. YYY xxRIGHT Move to urban or rural xxREDBANK location.","..\images\obstacles\zombies_in_the_woods_ferdinandladera.jpg"
"xxREDBANK","xxFALL","Restless Dead","Foe, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxCOMBAT,"##NBSP##xxTWOxxTHREE##NBSP##","xxOVERCOME","2","##NBSP##xxBODYxxBODY##NBSP##","If at urban or rural location, this card counts for 2 xxSTABILITY threat tags. YYY xxRIGHT Move to urban or rural xxREDBANK location.","..\images\obstacles\zombies_in_the_woods_ferdinandladera.jpg"
"xxREDBANK","xxFALL","Forager's Toad","Eldritch, Forager, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxSURVIVAL,"##NBSP##xxONExxSIX##NBSP##","xxOVERCOME","2","##NBSP##xxBODYxxBODYxxBODY##NBSP##","xxOVERCOME Burn card. If three Forager cards have been burned, unlock Yasmina.","..\images\obstacles\christina_hall_toad.jpg"
"xxREDBANK","xxWINTER","Mana Forge","Development, xxSTARTING","##NBSP##xxTECHNOLOGY##NBSP##",xxLORE,"##NBSP##xxONExxONE##NBSP##","xxOVERCOME","3","##NBSP##xxBODY##NBSP##","xxRIGHT May set a die in xxSORCERY pool to any value.","..\images\obstacles\mana_forge.png"
"xxREDBANK","xxFALL","Following Ley Lines","Eldritch, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIXxxSIX##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODY##NBSP##","xxOVERCOME May move any number of xxSORCERY dice from resource pool to this location. YYY xxRIGHT Discard.","..\images\obstacles\kevin_loftus_shrine.jpg"
"xxREDBANK","xxSPRING","Tome of Forking Paths","Tome, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxRIGHT May rearrange staged achievements in any order.","..\images\obstacles\demon_book_artofty.jpg"
"xxREDBANK","xxWINTER","The Necromancer","Foe, xxSTARTING","##NBSP##xxSTABILITY##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxTWOxxSIXxxSIXxxSIX##NBSP##","xxOVERCOME","4","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Unlock Oniri. YYY xxRIGHT Every character in region takes xxPSYCHE condition if there is a pair in xxSORCERY pool.","..\images\obstacles\marica_bogdan_necromancer.jpg"
"xxREDBANK","xxSUMMER","Doom Under Sightrock","Foe, Eldritch","##NBSP##xxSORCERY##NBSP##",xxCOMBAT,"##NBSP##xxONExxTWOxxSIX##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in region take 3 xxPSYCHE for each xxSIX in xxSORCERY pool.","..\images\obstacles\eldritch_entity_chaz_cartier.jpg"

"xxSETTLED","xxSUMMER","Forager's Tome","Tome, Forager, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Burn card. If three Forager cards have been burned, unlock Yasmina.","..\images\obstacles\joifish_wildcraft_grimoire.jpg"
"xxSETTLED","xxSUMMER","Friends in Low Places","Diplomat, xxSTARTING","##NBSP##xxDIPLOMACY##NBSP##",xxRAPPORT,"##NBSP##xxFOUR##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Characters at this location may take xxDIPLOMACY dice from pool and use them as action dice.","..\images\obstacles\ruben-algoet-blackheart-company.jpg"
"xxSETTLED","xxSPRING","Hogel","Diplomat, xxSTARTING","##NBSP##xxDIPLOMACY##NBSP##",xxRAPPORT,"##NBSP##xxFOURxxFOUR ##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Move to location with most asset dice. Remove 1 asset die from this region.","..\images\obstacles\lily_manor_character.jpg"
"xxSETTLED","xxWINTER","Elisa","Diplomat, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxLORE,"##NBSP##xxFOURxxFIVExxSIX##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Place xxSORCERY asset at this location and all characters in region take 1 xxPSYCHE.","..\images\obstacles\druid.png"
"xxSETTLED","xxFALL","Inadequate Defenses","Unit, xxSTARTING","##NBSP##xxMILITARY##NBSP##",xxTACTICS,"##NBSP##xxTHREExxTHREExxTHREE##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODY##NBSP##","xxRIGHT One character at a xxREDBANK or xxSETTLED location takes 2 xxBODY.","..\images\obstacles\inadequate_defenses.jpg"

"xxSETTLED","xxWINTER","The Severing","Trap, Eldritch, xxSTARTING","##NBSP##xxMILITARY##NBSP##",xxLORE,"##NBSP##xxFIVExxFIVExxSIXxxSIX##NBSP##","xxOVERCOME","6","##NBSP##xxPSYCHExxPSYCHExxPSYCHExxPSYCHE##NBSP##","xxRIGHT All characters in region take 2 xxPSYCHE. YYY xxOVERCOME Lower xxSORCERY threat track by 3 and all characters with xxLORE > 0 take a xxPSYCHE condition.","..\images\obstacles\anna-dluzewska-181103-magical-forrest-01-sign.jpg"
"xxSETTLED","xxWINTER","Stone and Blood","Foe, Eldritch, xxSTARTING","##NBSP##xxSORCERY##NBSP##",xxTACTICS,"##NBSP##xxTHREExxTHREExxFIVExxFIVE##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in region take 2 xxBODY. YYY xxOVERCOME Lower xxMILITARY threat track by 3. Characters in this region take a xxBODY condition.","..\images\obstacles\polina-hristova-rockdemon.jpg"
"xxSETTLED","xxWINTER","Stealer of Hope","Foe, Eldritch, xxSTARTING","##NBSP##xxSTABILITY##NBSP##",xxCOMBAT,"##NBSP##xxONExxONExxTWOxxTWO##NBSP##","xxOVERCOME","6","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in region take 2 xxPSYCHE. YYY xxOVERCOME Lower xxTECHNOLOGY threat track by 3. Characters at this location take a xxBODY condition.","..\images\obstacles\joshua-brian-smith.jpg"
